38,"the problem is that if you make no differentiation between the born and the unborn, if you insist on anthropomorphizing a dividing cell into a human being, then you fall into the kind of simplistic thinking that the antiabortionists continue to demonstrate.",1989-1990,abortion
39,"i heard one local politician assert recently that if a woman was raped and the next day took a morning—after pill that resulted in the abortion of  a fertilized egg, then she was guilty of murder.",1989-1990,abortion
40,"his second premise is that killing a human being is murder, leading him to equate abortion with murder.",1989-1990,abortion
41,let’s consider who is being murdered if abortion becomes unattainable.,1989-1990,abortion
42,"before 1973, illegal abortion was the leading killer.of pregnant women in the united states.",1989-1990,abortion
43,"by contrast, the rate now with safe, legal abortion is only three per 100,000. legal abortion saves lives.",1989-1990,abortion
44,the anti—abortion position would value the potential life of \' a developing zygote over the already established life of a fully developed human being.,1989-1990,abortion
45,one argument pro-choice advocates make is that barming abortion legally would not stop abortions at all.,1989-1990,abortion
46,"it would simply take us back to the pre—l973 position where poor women and vulnerable teenagers risked their lives to obtain abortions, and affluent women ﬂew to foreign countries to get them.",1989-1990,abortion
47,"today, safe legal abortions are still relatively available to everyone.",1989-1990,abortion
48,the risk of dying in pregnancy is 13 times greater than that of dying in an abortion.,1989-1990,abortion
49,"further, matemal mortality has dropped dramatically since the legalization of abortion —in other words, abortions do save lives, women\'s lives.",1989-1990,abortion
50,"finally, there is the conclusion richard makes that since the state outlaws murder, it should outlaw all abortions.",1989-1990,abortion
51,"most anti-abortionists do at least allow medical  0 please see simpson page 3  ...it made doug wilder governor  @112 ﬁling-tttm lﬂlti  the student voice of washington and lee university  my view by brian root  for the last several weeks, the issue of legalized abortion has been discussed to the point of exhaustion in the ring-tum phi.",1989-1990,abortion
52,"despite this treatment, the newest aspect of the debate on abortion has been overlooked.",1989-1990,abortion
53,"while that may sound perfectly ordinary, the content of that ad has revolutionized how abortion is discussed.",1989-1990,abortion
54,"he said coleman, who was on record for opposing abortion in virtually all cases, would allow the government to interfere with the people\'s right to choose.",1989-1990,abortion
55,"by changing the scope of the abortion debate, wilder shed the traditional view that all democrats are pro-big government and against individual and state autonomy.",1989-1990,abortion
56,"almost overnight, the abortion issue went from politically untouchable to an absolutely essential item  that could only be avoided at the candidate\'s peril.",1989-1990,abortion
57,"if the gop is to win the battle of public opinion on abortion, the party must moderate its heretofore extreme position, much as the democrats must moderate many of their positions if they are to reclaim the white house.",1989-1990,abortion
58,"recently, two republican governors, thomas kean of new jersey and james thompson of illinois, said  the gop must either moderate its stance on abortion or simply leave the decision about the issue to the individual candidates.",1989-1990,abortion
59,"with the supreme court\'s recent webster decision giving some control over abortion back to the states, the issue will soon become one of, if not the, biggest issues in state and local politics for the next decade.",1989-1990,abortion
60,"most opinion polls agree that the public’s ideas on abortion lie sorne— where between the pat robertsons  and the jesse jacksons of the world. """,1989-1990,abortion
61,"if their strict overall view of abortion is not somehow modiﬁed and moderated, they risk losing touch with much of their constituency, particularly women.",1989-1990,abortion
62,"but richard is right: if a fetus is a human being and abortion is murder, then there should be no exceptions, right?",1989-1990,abortion
63,"there is no area of american law that requires one human being to sacriﬁce life, limb, blood, or bodily organs for another person, but that is what a total ban on abortion would do.",1989-1990,abortion
64,"i find most disturbing, however, the callous disregard for wornen’s lives that is inherent in the position that richard and the anti-abortionists maintain.",1989-1990,abortion
65,"few of us are “for"" abortion.",1989-1990,abortion
66,"‘ _ hitz said he doesn’t like to see his name -in the paper every week, and said “terance’s resignation has unfortunately brought it all again.” he added, “i don’t see that i  exude any bad faith, and i don’t,  know why people see me that way.”  i     rally  from page 1  abortion-rights the premiere issue in  any campaign in which the candi dates’ opinions differ.",1989-1990,abortion
67,"in addition to the pro-choice demonstrators, many anti—abortion advocates attendei the rally.",1989-1990,abortion
68,"pro-life: abortion more than just a woman’s choice  my view  by damon fensterman  indeed, the debate does go on.",1989-1990,abortion
69,"second, prof. simpson’s position on the  ‘dangers of illegal abortion is highly suspect.",1989-1990,abortion
70,"‘she uses emotive language to paint a picture of poor, innocent mothers being “murdered”  by merrill watson  if there is no legal abortion.",1989-1990,abortion
71,"moreover, the figures which prof. simpson uses grossly exaggerate the dangers of illegal abortion.",1989-1990,abortion
72,"i found figures from the national center for health statistics showing the number of deaths resulting from illegal abortions was five per 1,000 abortions (compared to prof. simpson’s 100 per 1,000).",1989-1990,abortion
73,"finally, prof. simpson’s position is based on the false assumption that legal abortion removes the dangers of illegal abortions.",1989-1990,abortion
74,"the fact is, illegal abortions have continued despite legalization.",1989-1990,abortion
75,"in addition, prof. simpson would have you believe that every person who would get an abortion today would have an illegal abortion if they had to.",1989-1990,abortion
76,"in fact, following the legalization of  abortion, one less illegal abortion meant 18 more legal abortions.",1989-1990,abortion
77,"first, would a prohibition (especially one with legitimate exceptions) really cause an overwhelming number of illegal abortions?",1989-1990,abortion
78,"second, is it worth 18 more abortions to eliminate one illegal one?",1989-1990,abortion
79,she accuses pro-lifers of holding the position that if abortion is murder then there should be no exceptions.,1989-1990,abortion
80,but a prohibition with exceptions is a far cry from carte blanche abortion.,1989-1990,abortion
81,"if we did that, we would all opt for abortion on demand.",1989-1990,abortion
82,the risk that abortion murders a human being is simply too great.,1989-1990,abortion
83,editor\'s note: we thank the many contributors who have so thoroughly covered the abortion debate.,1989-1990,abortion
84,"if you didn\'t run the “sbar side” each week, you\'d have more room for real issues, like the situation in nicaragua, for example, or abortion.",1989-1990,abortion
85,the gubenatorial election over j. marshall coleman last november after both candidates engaged in heated debate about the abortion issue.,1989-1990,abortion
86,"in his career on the court, blackmun has written several noteworthy opinions, including the opinion for the court in the 1973 case roe v. wade, which extended the constitutional right of privacy to include abortion.",1989-1990,abortion
87,"without it, true artists might be censored and, even worse, i\'d be required to write legitimate introductions concerning the abortion issue or the possible reunification of east, west, north and south germany.",1989-1990,abortion
88,"ovral, a legal ‘‘morning-after’’ pill that prevents implantation of a fertilized egg in a woman’s uterus, has been available at washington and lee’s health center since coeducation was established in 1985, w&l  ovral is used differently than the highly-publicized ru 486, more commonly known as the abortion pill.",1990-1991,abortion
89,the drug causes a spontaneous chemical abortion.,1990-1991,abortion
90,"at monday’s meeting, hatcher asked the chapter representatives about a poster put up around campus by the aclu chapter conceming abortion laws in utah.",1990-1991,abortion
91,"schneider said the intent of the posters was not to make an issue of abortion, but to question the constitutionality of a utah law which made  q please see aclu page 3  law policy reversed  , by tom eisenhauer staff reporter     .",1990-1991,abortion
92,"‘i’m glad i can give back to the school in a way best suiting my abilities.’’  aclu  ""from page 1        é capital punishment a possible penalty + for women who have abortions.",1990-1991,abortion
93,"first, he opposes abortion, and secondly, he opposes affirmative action.",1991-1992,abortion
94,the actions of pacs (some  religious fundamentalism and the braves:  of which opposed the nomination of judge clarence thomas on the basis of abortion and civil rights) are also suspect.,1991-1992,abortion
95,"chip away at roe v. wade, the 1973 decision legalizing abortion, as it has in recent decisions.",1991-1992,abortion
96,"on social issues the republican candidates have reaffirmed the 1988 platform of choice in public education, school prayer, and a desire to stop abortion.",1991-1992,abortion
97,consider the likelihood of being able to discuss fully the range of opinions on welfare or abortion without offending someone on racial or gender grounds.,1991-1992,abortion
98,"phc also given de facto control over fraternities, university infirmary: now must perform abortions on demand.",1991-1992,abortion
99,"sincerely, dessie entsminger  catholics must vote pro-life  to the editor: ‘  all the democratic presidential candidates are pro-abortion, including catholic jerry brown.",1991-1992,abortion
100,"speaking as a roman catholic who participates in the holy sacrifice of the mass each day and prays the rosary of the blessed virgin mary daily, it is my discernment that no catholic may vote for a man who will facilitate abortions by appropriation and legislation if elected.",1991-1992,abortion
101,"if a catholic votes for a pro-abortion presidential candidate, this individual commits a sin as he or she becomes a voluntary participant in a process which ultimately leads to murder.",1991-1992,abortion
102,catholic canon law asserts that the woman who aborts her child and those who perform the abortion as well as well as those who pay for the abortion are automatically excommunicated.,1991-1992,abortion
103,it would appear that this excommunication applies to the willful pro-abortion voter also.,1991-1992,abortion
104,the episcopates are maintaining a strange silence about the moral implications of voting for a pro-abortion candidate.,1991-1992,abortion
105,there are no circumstances in which a catholic may vote for a pro-abortion candidate.,1991-1992,abortion
106,"it would be grossly unfair to render ‘al other parts of speech, like “woperson” for ships at the white house can be ings on abortion, that it is murder, and therefore a roughly one-half of the student body (i.e., sopra“woman” and “fething” for “female.” handelman intern ships obtained from professor consin.",1991-1992,abortion
107,knowledge of busilooking for a passenger to share as tax funds go to support abortion clinics.,1991-1992,abortion
108,"for a full mi : u ps is the difference between a democrat who supregarding the authors’ suggestion that the description, see the cdpo or issing ports abortion and a republican who supports the end of the glee clubis the equivalent of theend of very truly your, ms. lorig.",1991-1992,abortion
109,"restrictions, might we be better served by attemptsity will not jettison all-male (or all-female, for uation release information the ring-tum phi is lookin fo ing to find ways to prevent women from needing _ that matter) choral selections merely because the ee ee mm a s s mm ed in| sheets, please do so immediately a mer columnist for nar fall abortions.",1991-1992,abortion
110,"our “messenger” is a wolf a oa y. ao a dn aaa g y i face ah odintor tne of abortion, but i know fanaticism when i hear it, in sheep’s clothing.",1991-1992,abortion
111,their most              letter serves as a prime example of the extremes to o e s t o o f ar recent schemes include cheerleading negative ecocolonnade crossword which some “pro-life” supporters would like to go g nomic news and unrelenting virulent and treasonnonnee ; in restricting personal freedom beyond abortion.,1991-1992,abortion
112,"the candidates answered questions posed by moderator dean of students david howison on a range of topics, from abortion and the economy to drugs and national defense.",1992-1993,abortion
113,"osupports outlawing abortion except it the mother\'s life would be endangered by carrying the baby to term, or in cases of rape or incest.",1992-1993,abortion
114,oopposes outlawing abortion; supports roe v. wade and the freedom of choice act.,1992-1993,abortion
115,"wife hillary; daughter chelsea, 11.  l abortion; supports roe v. wade and the 9 brady bill, which calls for a brief waiting 0 limit campaign spending by revising iering term limits in congress.",1992-1993,abortion
116,osupports a woman\'s choice to have an abortion.,1992-1993,abortion
117,"“we deal with a variety of topics from eating disorders and sexual assault videos to abortion debates to the mandatory one-third women quota set by the board of trustees,” said comer, who is now the group’s president.",1992-1993,abortion
118,"if someone had told us 40 years ago that the elaboration of the welfare state would coincide with an epidemic of sexually contracted diseases, an epidemic of teenage pregnancy, 1.5 million abortions a year, a permanent underclass in our cities -— that’s what a welfare state was meant to cure, and it hasn\'t worked out, and now the american people are wondering what in fact is in store for them and the great american promise.",1992-1993,abortion
119,"this year 10 million teenagers will engage in 126 million acts of sexual intercourse resulting in more than one million pregnancies, 406,000 abortions, 134,000 miscarriages and 490,000 births, about 64 percent (313,000) of them illegitimate.",1992-1993,abortion
120,"z:/licil<ela(l;us2l%:lt ﬁmobemarkeglly yes, but let’s be clear leaving .asi;ie .. »xi1iiii:::i:libiaci:)sr. about h°w\' forty years  awhitesubur— ago teenage pregnancy acceptable for banteenagerwho rates were higher than society to en becomes pregnant is apt to get anabortion and go on to college.",1992-1993,abortion
121,‘‘it would be a boring world and a boring college if we all agreed with one another.”  raise taxes to reduce delicit abortion should be legal  marijuana should be legal  prohibit homosexual relations  employers can require drug tests national health  care plan needed racial  no longer a problem individual can  to change society wealthy should pay more taxes  prohibit  sexist speech  w &;l freshmen opinions on national issues vs freshmen at four-year private institutions  somewhat or strongly agree with .,1992-1993,abortion
122,"until next week...  political incorrectness goes too far  my view  being opposed to abortion, afﬁrmative action, diversity, multiculturalism, and the idea of sexual harassment.",1993-1994,abortion
123,"debate  phyllis schlaﬂy, a pioneer of american conservatism, and jane benshoof, a leading litigator and legal expert on reproductive rights, will debate the topic of abortion on tuesday, oct. 26, at 8:00 p.m. in the lenfest center.",1993-1994,abortion
124,"the appropriate title for those who favor a woman’s right to choose is pro-choice, not pro-abortion.",1993-1994,abortion
125,the use of theterm pro-abortion distorts what the pro€hoi‘ée\'ri‘lo‘vfeme‘nt is about.,1993-1994,abortion
126,"pro-choicers can be those  against abortion personally, those who support it unconditionally, or those who support it only in certain cases such as rape or incest; what all these people have in common is the belief that a woman is the only one who can decide what to do with her body.",1993-1994,abortion
127,often the people who seek abortions at free clinics may not have access to information about proper nutrition or to pre-natal care.,1993-1994,abortion
128,there is no campaigning within a certain distance of the building and the same should be held true for abortion clinics.,1993-1994,abortion
129,", thenpthere ,is_the otheras; _. pect of the abortion debateffree speech.",1993-1994,abortion
130,"""pro-lifer_\'s\' (and i real: ize not all of you are part of operation rescue) want to protest at abortion clinics.",1993-1994,abortion
131,"this column is a little irrelevant, considering the anniversary was last week; however, abortion will be in the news for a while longer.",1993-1994,abortion
132,"testing of ru 486, the french abortion pill, to it can be legalized in the u.s. finally, and pe most importantly, abortion will be part of the h care debate.",1993-1994,abortion
133,"the health care debate will need to d whether abortion will be covered under a h plan or only in some cases, such as rape or i will it be covered.",1993-1994,abortion
134,0  abortion was around long before roe v. ll during its history thousands of women died h .t abortions illegally.,1993-1994,abortion
135,women still do today te ers who can’t bear to tell their parents the  pregnant have back-alley abortions to evade p tal notification laws.,1993-1994,abortion
136,women who cannot affo cross the state twice in a four day period so that  cc +—-—— the health care debate will not yield a ﬁnal answer on abortion but perhaps it will assist in answering some related problems.,1993-1994,abortion
137,"population a international report september that as n as 200,000 women  each year as a result of illegal abortions, mo.",1993-1994,abortion
138,"all important questions before the government (abortion, income security, and crime, just to name a few) involve value judgments that have to be made; it is pure folly to insist that the government can be run without reference to moral principles.",1993-1994,abortion
139,"“choice” is a word used repeatedly in the discussion of abortion, and there are two: to choose life or death, blessing or curse.",1993-1994,abortion
140,"when abortion is used as a birth control method, to eliminate an inconvenient pregnancy, or because amniocentesis indicates the presence of xy chromosomes, such a decision affects all aspects of the  there are no statistics regarding the number of deaths which had resulted from back-alley abortions prior to roe v. wade.",1993-1994,abortion
141,"for decades priorto its legalization, “90%-of abortions were done by physicians in their offices” (american journal of health 50 [july  because the procedure was illegal, doctors didn’t report deaths from abortion.",1993-1994,abortion
142,"statistics are also misleading today because women continue to die from abortion — maybe they don’t die “on the table,” but some do die from hemorrhages, hepatitis, and other complications which result from the operation.",1993-1994,abortion
143,"there are suppositions and fantasies that many women would die as a result of tighter restrictions on the availability of abortions, but that has not proven true in pennsylvania, for example, in which the casey decision was significantly restrained.",1993-1994,abortion
144,"if it is an  the u.s.  media or local attention is the emotional health of a woman afterthe abortion, or “post—abortion trauma.” there are many carrying the baggage of emotional scars as a result of aborting a child -— somewhere deep in their conscience, the reality about the procedure of the suction, scraping or other abortive techniques can be profoundly disturbing.",1993-1994,abortion
145,"last year, a week after an abortion, a fine young woman called me in tears and cried, “what did i do to my baby?",1993-1994,abortion
146,"women exploited by abortion (weba) has 30,000 members in more than 200 chapters in  project rachel is another therapeutic group, and  is located in roanoke.",1993-1994,abortion
147,"if abortion is only a medical  procedure, like a root canal or a tonsillectomy, i wonder why there are no ongoing support groups for those “surgery survivors?” could it be that abortion takes a toll on women.",1993-1994,abortion
148,"the show went off absolutely with    interviews and photos by betsy green  sincerely, william c. “burr” datz\', ’75 catholic campus minister  talkback     abortion is too often presented as a quick fix to an inconvenient situation — the real problem with much of our modern society is the difficulty we have with the consequences of some of our decisions.",1993-1994,abortion
149,abortion is a tragedy and a national disgrace.,1993-1994,abortion
150,"they ﬂew above the ﬁreworks and yelled out from the stars, “happy fancy dress to all, and to all a good night.”     9  letters  clarke misrepresents beliefs of pro-life movement  to the editor:  ‘those who have examined the abortion issue and taken a position will rarely be persuaded to change it.",1993-1994,abortion
151,the abortion debate will always be decisive and inﬂammatory.,1993-1994,abortion
152,let me begin with her “pet peeve.” miss clarke objected  u topeing addressed as a “pro-abort.” we pro-lifers  don’t call our opponents pro-abortion to be vindictive or annoying.,1993-1994,abortion
153,"however, even  abortion advocates will admit that there are limits to those choices, particularly when they may violate the choices and rights of others.",1993-1994,abortion
154,"the abortion debate is not about “choice.” if it were really about choice, miss  .",1993-1994,abortion
155,"according to the centers for disease control (u.s. department of health and human services), 98% of all abortions are done for birth control reasons.",1993-1994,abortion
156,"and according to the alan gutmacher institute (the research branch of planned parenthood), half of all abortions are performed on wtﬁnen who chose to use abortion as their only means  i of birth control.",1993-1994,abortion
157,"from the pro-life perspective, the debate is about the human life they believe is destroyed during every abortion.",1993-1994,abortion
158,"so it is unfair to say that pro-lifers believe that “the law has full jurisdiction over a woman’s uterus,” as miss  among many, abortion counselor j oss sawyer writes that “adoption is a violent act” compared to the “simply remedy of early, safe abortion.”  in reality, contrary to miss clarke’s accusations, it is really the pro-lifers who are giving women the genuine choices.",1993-1994,abortion
159,"miss clarke and i will probably never come to an agreement on the issue of abortion, but it is important to understand each other’s position.",1993-1994,abortion
160,"even if the abortion proponents completely disagree with pro-lifers, they must understand that because we believe 1.6 million children die every year as a result of this lamentable “choice,” their battle to “preserve roe v. wade” will never end.",1993-1994,abortion
161,"if i didn’t believe that a human life was destroyed during every abortion, i would be right next to ms. clarke at those naral demonstrations defending a woman’s right to choose.",1993-1994,abortion
162,"third, the term implies the pro-abortion movement promotes genuine choice regarding crisis pregnancies.",1993-1994,abortion
163,"if the pro-abortion side is only concerned with providing women the option of aborting, then why are they so hostile towards informed consent and adoption?",1993-1994,abortion
164,informed consent is not a pro-life lecture designed to dissuade women from having abortions.,1993-1994,abortion
165,"the majority of proposed informed consent laws require someone to tell the woman the risks of and alternatives to abortion, the probable gestation period of her unborn child, and the risks associated with childbirth.",1993-1994,abortion
166,the pro-abortion side also attacks adoption as a choice.,1993-1994,abortion
167,"in response to these ads, alexander sanger of new york city ’s planned parenthood stated, “the demoss foundation ads should be seen for what they are: a stealth weapon in that foundation’s attack on abortion. . .” to  provide another representative pro-abortion response christine will, ’94  interviews and photos  by betsy green  talkback        w&l-vmi  need something to do with the hourbefore “90210?” come meet your neighbors at vmi with the preston society.",1993-1994,abortion
168,ggggggﬁrgggrgtggsrggeggeech women learn communication; § thesupremecourtwillcastitsvotesfriday trained in assgrtiveness  \'  ‘ dealing with the free-speech rights of abortion protesters and the rights of abortion clinic patients and employers to be safe       wednesda for the remainder of the °deal with atronizin and condefiom ha.rassmem.\' the.,1993-1994,abortion
169,"the ruling, said the federal judge, is equal to the right to refuse life support or choose an abortion.",1993-1994,abortion
170,freedom is at the heart of our political struggles —— gun control (the freedom to bear arms vs. the freedom of feeling safe from these guns); abortion (the freedom of the woman to choose vs. the freedom of the fetus to live); the environment (the freedom to use the land as we please vs. preserving the land so that all people have the chance to freely use and appreciate it); etc.,1993-1994,abortion
171,"while it is certainly true that king used christian theology to preach against the evils of racism, carter loses his credibility when he stretches this comparison to issues such as abortion, creationism, and the branch davidians in waco, texas.",1993-1994,abortion
172,"during the conference, u.n. officials handled objections from muslim countries and the vatican dealing with reproductive rights and abortion.",1994-1995,abortion
173,rush date # 1-4 8:15-8:30 p.m.: this will give freshmen an opportunity to meet our lesbian-african-american-handicapped-single-parent-housemother unless she schedules her abortion for that time.,1994-1995,abortion
174,the nation  __  paul hill prevented from using justifiable  ‘ homicide  a florida judge barred a former minister accused of killing an abortion  .,1994-1995,abortion
175,paul hill tried to justify the killings as being necessary to prevent abortions.,1994-1995,abortion
176,hill convicted in abortion shooting  a florida jury took just 20 minutes to convict former minister paul hill of murder in the slayings of an abortion doctor and his bodyguard.,1994-1995,abortion
177,"in october, hill became the ﬁrst person convicted of violating the new federal law against harassing or using violence against those entering abortion clinics.",1994-1995,abortion
178,"“to ﬁnd out who’s been naughty and nice.”  scheduled bands for saturday night:  chi psi, b, s, & m,  kappa alpha, the stegmonds  kappa sigma, southern legends  lambda chi alpha, doug clark & the hot nuts phi delta theta and beta theta pi, uncle mingo phi kappa psi, the press  pi kappa alpha, fighting gravity (formerly boy 0 boy) pi kappa phi, jupiter cayote  sigma alpha epsilon, jimmy smoothie  sigma chi, curiosity shoppe  sigma nu, red hot smoothies 1 sigma phi epsilon, no small feat       a        r the ring-tum phi, december 2, 1994  w&l ife   ‘passion and con roversg color come down burning  ’ plagwrighl kia corthron eloquentlg wrestles with the abortion issue in lenfests latest production  by dan odenwald ‘e phi staff writer      kia corthron believes that important and valuable theater needs to have passion.",1994-1995,abortion
179,the play deals with the emotional issue of abortion.,1994-1995,abortion
180,“it’s a disturbing play because it deals with abortion in a time before roe v. wade.,1994-1995,abortion
181,"it’s more about a relationship between two sisters than about abortion,” said michael hewlett ’96, one of the play’s performers.",1994-1995,abortion
182,"please contact your professor if he/she has not clari alpha phi omega service fraternity vice president  “abortion accomplices” should be excommunicated  the prelates’ decision 0 not bind by exoommunication all accomplices to abortion, including voters is a mortal sin of ommision and reﬂects their desparate need of prayer, especially the rosary.",1994-1995,abortion
183,"if he did have that kind of inﬂuence, maybe the republican party could leave out its infamous pledge to work for a constitutional amendment to ban abortion, since it has never been paid much attention, anyway.",1994-1995,abortion
184,"the con servative elite claim that the skyrocketing rates of illegitimacy, abortion, teenage pregnacy, and divorce directly result from the fact that more women have left the world of home and entered the world of work (and home).",1994-1995,abortion
185,"clinton gives foster conditional support  on monday, president clinton said that he would continue to support dr. henry foster, his nominee for surgeon general, if foster\'s claim that he has perfonned fewer than twelve abortions is true.",1994-1995,abortion
186,this followed a claim by antiabortion groups that foster had been more heavily involved.,1994-1995,abortion
187,"they refuse to allow for public funding of abortion, call for the abolition of affirmative action, and staunchly support family values.",1994-1995,abortion
188,you’re more apt to  get proor anti-abortion to go crazy or gay and straight or animal rights people.,1994-1995,abortion
189,"‘‘if she really wanted to turn the naacp around, she would work toward solving the one thing that will really effect the advancement of colored people, which is...the resurrection of the marriage-based family.”  he also believes that jefferson’s references to god reinforce the elimination of the roe v. wade doctrine of legalized abortions.",1994-1995,abortion
190,"the church said clinton supported abortion, homosexuality and condom distribution in public schools.",1994-1995,abortion
191,"republicans on the committee who are considering his nomination question the effectiveness of foster’s teenage pregnancy prevention program, his knowledge of a controversial syphilis study on african american men before it became public in 1972, his performance of hysterectomies to sterilize mentally retarded women, and his high abortion record.",1994-1995,abortion
192,"when asked about how many abortions he had performed during his entire three-decade career as a medical educator and obstetrician/gynecologist, dr. foster, as he said during his hearings, “answered based on my memory without reviewing the record....but it was an honest mistake.",1994-1995,abortion
