15,0.064106,"We urge him to help pregnant women who chose not to terminate their pregnancies by supporting pre-natal care for those who cannot afford it, adoption agencies,  foster care systetns, day care services and other vital sociali programs  But if his zeal would lead him to block the doors of medical clinics or endorses legislation barring abortions, his opinions would come into conﬂict with our rights.",1989-1990,abortion
16,0.057581,"But, if abortion is made illegal, and women are forced into unsafe, “back-alley” clinics, or are forced by the state to bear unwanted children, we will find that, to once more quote Humphries, “millions of souls are crying for justice, if we don’t answer them, who will?""",1989-1990,abortion
17,0.195648,Many voters believe that this election hinged on each candidate’s abortion stance.,1989-1990,abortion
18,0.797626,"“The five votes that counted the most in this election were cast not in Virginia but on the Supreme Court,” said state Sen. Robert Scott, D-Norfolk, referring to the Supreme Court’s recent decision allowing states more freedom to restrict abortion.",1989-1990,abortion
19,0.948983,"Coleman supported the largely Republican pro—life view, while Wilder expressed his support for a woman’s right to choose to have an abortion.",1989-1990,abortion
20,0.928492,"On the subject of tax increases in a Coleman administration, Bush said, “Marshall Coleman is one candidate who doesn\'t confuse having a vision for the  future with having a sharp eye on your wallets.”  more than 5,000  Bush, however, did not speak on the subject of abortion, which had been a major campaign issue and one which several political analysts have said was the  turning point in the campaign for Wilder.",1989-1990,abortion
21,0.354036,"Thomas Morris, a political scientist at the Universi ty of Richmond said, “If abortion wasn’t the number      defeated the Wasps last weekend.",1989-1990,abortion
22,0.462339,"}.\'I7he turkey. .  States should  MY VIEW By Richard Hill  In the Oct. 26 issue of the Phi, Elizabeth Parkins and Pamela Patton respond to J. Cameron Humphries “My View” against abortion.",1989-1990,abortion
23,0.00705,"They claim that Carneron’s “limited comprehension of medical fact,” his “suspension of reality,” and his “sophomoric tone...have no place in an intelligent discussion on the abortion issue.” Well, these ladies’ essay is best described in the terms that Rep. Henry Hyde, a Republican from Ohio, used to describe the 1988 Democratic Platform: “a large bowl of cold soggy mush.”  The two ladies seem to believe that Roe v. Wade is fully intact, and that the Freedom of Choice (or Reproductive Choice, as NOW calls it) is a fully recognized Constitutional concept.",1989-1990,abortion
24,0.007802,"Certainly Elizabeth and Pamela would agree that it is wrong to kill a one day old baby (who, incidentally, carmot survive without help from the mother), and they would most certainly agree that laws should make it illegal to do so; yet, they totally disregard the rights of the fetus and consider “a woman\'s freedom to voluntarily choose an abortion"" as the ultimate right and the ultimate consideration.",1989-1990,abortion
25,0.007317,So killing a fetus is the  sugkf/I L M/‘Iii b1LL°$  say no to abortion?,1989-1990,abortion
26,0.000366,"As abortion is murder, Carneron’s comparison of the lives of fetuses to the victim of wars is appropriate, but minuscule.",1989-1990,abortion
27,0.081564,"It is murder in every sense of the word, and because murder is a crime at the state level abortion should be as well.",1989-1990,abortion
28,0.108612,It is reasonable to make abortion against the law in all cases.,1989-1990,abortion
29,0.005718,"In a recent debate on abortion, one of the debaters said that for someone to say that they are against abortion is to say that they know  more about the issue than the nine  9  4 I  top justices in this country at the time of the Roe v. Wade decisi .  . Well, sorry to say it, but Roe v.  Y  Wade is almost dead, and to rely at it any more as a justification is no longer credible.",1989-1990,abortion
30,0.028105,To imply that all people whp are anti-abortion or pro-life agree with Joseph Schneider is the saint  as saying that all republicans agree  with Lowell Weicker.,1989-1990,abortion
31,0.00156,"To further imply that all people who are against abortion are also against birth-control is outrageous, consider‘ing that I am in ""favor of most forms of birth control and think it is rather silly to be both anti-abortioii and anti-birth control.",1989-1990,abortion
32,0.996867,"The states wilf soon have to make the ultimate decision on abortion, and I hope that they all decide to outlaw all aborsy tions, for the sake of humanity and for the sake of the “children” of’ the future.",1989-1990,abortion
33,0.99617,Guest speakers at the rally restressed what they consider the importance of the abortion issue in state-elections as a result of the Supreme Court’s decision in Webster v. Reproductive Health Services.,1989-1990,abortion
34,0.99767,"The Rlng-tum Phl, November 16, 1989  Legal abortion: its safe and...  MY VIEW By Pamela H. Simpson  This is in response to Richard Hill\'s “My View"" article in the Nov. 9 issue (“States Should Say No To Abortion”).",1989-1990,abortion
35,0.969794,"Since Richard has stated so clearly the anti-abortion argument, I feel the necessity to more fully state the pro—choice position.",1989-1990,abortion
36,0.930544,He is right in contending that the Supreme Court has recently reversed the trend of 16 years of legal decisions and seems bent on giving states greater authority to restrict access to abortion.  .,1989-1990,abortion
37,0.998684,"While I disagree with his analysis of Roe v. Wade  (it was not a “mishap of legal history,” it was  an assertion of the constitutional right to privacy), 0  it is nevertheless clear that in the future the debate over abortion will be taken‘ up at the state level.",1989-1990,abortion
38,0.944332,The basic difference between the anti-abortion and the pro-choice positions is summarized in Richard\'s logical syllogism: (1) A fetus is a human being.,1989-1990,abortion
39,0.742041,"(3) The states outlaw murder; therefore, the states should outlaw all abortions.",1989-1990,abortion
40,0.042522,"Richard may believe that, but there  Let’s consider who is being murdered if abortion becomes unattainable.",1989-1990,abortion
41,0.580526,"By contrast, the rate now with safe, legal abortion is only three per 1,000.",1989-1990,abortion
42,0.994984,Legal abortion saves lives.,1989-1990,abortion
43,0.002315,"The problem is that if you make no differentiation between the born and the unborn, if you insist on anthropomorphizing a dividing cell into a human being, then you fall into the kind of simplistic thinking that the antiabortionists continue to demonstrate.",1989-1990,abortion
44,0.018931,"I heard one local politician assert recently that if a woman was raped and the next day took a morning—after pill that resulted in the abortion of  a fertilized egg, then she was guilty of murder.",1989-1990,abortion
45,0.061426,"His second premise is that killing a human being is murder, leading him to equate abortion with murder.",1989-1990,abortion
46,0.035281,Let’s consider who is being murdered if abortion becomes unattainable.,1989-1990,abortion
47,0.065522,"Before 1973, illegal abortion was the leading killer.of pregnant women in the United States.",1989-1990,abortion
48,0.573101,"By contrast, the rate now with safe, legal abortion is only three per 100,000.",1989-1990,abortion
49,0.994984,Legal abortion saves lives.,1989-1990,abortion
50,0.113741,The anti—abortion position would value the potential life of \' a developing zygote over the already established life of a fully developed human being.,1989-1990,abortion
51,0.330852,One argument pro-choice advocates make is that barming abortion legally would not stop abortions at all.,1989-1990,abortion
52,0.001658,"It would simply take us back to the pre—l973 position where poor women and vulnerable teenagers risked their lives to obtain abortions, and affluent women ﬂew to foreign countries to get them.",1989-1990,abortion
53,0.903937,"Today, safe legal abortions are still relatively available to everyone.",1989-1990,abortion
54,0.094716,The risk of dying in pregnancy is 13 times greater than that of dying in an abortion.,1989-1990,abortion
55,0.726174,"Further, matemal mortality has dropped dramatically since the legalization of abortion —in other words, abortions do save lives, women\'s lives.",1989-1990,abortion
56,0.988132,"Finally, there is the conclusion Richard makes that since the state outlaws murder, it should outlaw all abortions.",1989-1990,abortion
57,0.87054,"Most anti-abortionists do at least allow medical  0 Please see SIMPSON page 3  ...it made Doug Wilder governor  @112 ﬁling-tttm lﬂlti  THE STUDENT VOICE OF WASHINGTON AND LEE UNIVERSITY  MY VIEW By Brian Root  For the last several weeks, the issue of legalized abortion has been discussed to the point of exhaustion in The Ring-tum Phi.",1989-1990,abortion
58,0.942729,"Despite this treatment, the newest aspect of the debate on abortion has been overlooked.",1989-1990,abortion
59,0.998804,"While that may sound perfectly ordinary, the content of that ad has revolutionized how abortion is discussed.",1989-1990,abortion
60,0.42731,"He said Coleman, who was on record for opposing abortion in virtually all cases, would allow the government to interfere with the people\'s right to choose.",1989-1990,abortion
61,0.995481,"By changing the scope of the abortion debate, Wilder shed the traditional view that all Democrats are pro-big government and against individual and state autonomy.",1989-1990,abortion
62,0.977045,"Almost overnight, the abortion issue went from politically untouchable to an absolutely essential item  that could only be avoided at the candidate\'s peril.",1989-1990,abortion
63,0.92791,"If the GOP is to win the battle of public opinion on abortion, the party must moderate its heretofore extreme position, much as the Democrats must moderate many of their positions if they are to reclaim the White House.",1989-1990,abortion
64,0.552655,"Recently, two Republican governors, Thomas Kean of New Jersey and James Thompson of Illinois, said  the GOP must either moderate its stance on abortion or simply leave the decision about the issue to the individual candidates.",1989-1990,abortion
65,0.996377,"With the Supreme Court\'s recent Webster decision giving some control over abortion back to the states, the issue will soon become one of, if not the, biggest issues in state and local politics for the next decade.",1989-1990,abortion
66,0.1133,"Most opinion polls agree that the public’s ideas on abortion lie sorne— where between the Pat Robertsons  and the Jesse Jacksons of the world. """,1989-1990,abortion
67,0.085744,"If their strict overall view of abortion is not somehow modiﬁed and moderated, they risk losing touch with much of their constituency, particularly women.",1989-1990,abortion
68,0.989093,"But Richard is right: if a fetus is a human being and abortion is murder, then there should be no exceptions, right?",1989-1990,abortion
69,0.007249,"There is no area of American law that requires one human being to sacriﬁce life, limb, blood, or bodily organs for another person, but that is what a total ban on abortion would do.",1989-1990,abortion
70,0.995864,"I find most disturbing, however, the callous disregard for wornen’s lives that is inherent in the position that Richard and the anti-abortionists maintain.",1989-1990,abortion
71,0.151585,"Few of us are “for"" abortion.",1989-1990,abortion
72,0.998991,"‘ _ Hitz said he doesn’t like to see his name -in the paper every week, and said “Terance’s resignation has unfortunately brought it all again.” He added, “I don’t see that I  exude any bad faith, and I don’t,  know why people see me that way.”  I     RALLY  from page 1  abortion-rights the premiere issue in  any campaign in which the candi dates’ opinions differ.",1989-1990,abortion
73,0.936861,"In addition to the pro-choice demonstrators, many anti—abortion advocates attendei the rally.",1989-1990,abortion
74,0.999309,"Pro-life: abortion more than just a woman’s choice  MY VIEW  By Damon Fensterman  Indeed, the debate does go on.",1989-1990,abortion
75,0.002426,"Second, Prof. Simpson’s position on the  ‘dangers of illegal abortion is highly suspect.",1989-1990,abortion
76,0.990762,"‘She uses emotive language to paint a picture of poor, innocent mothers being “murdered”  By Merrill Watson  if there is no legal abortion.",1989-1990,abortion
77,0.003429,"Moreover, the figures which Prof. Simpson uses grossly exaggerate the dangers of illegal abortion.",1989-1990,abortion
78,0.015985,"I found figures from the National Center for Health Statistics showing the number of deaths resulting from illegal abortions was five per 1,000 abortions (compared to Prof. Simpson’s 100 per 1,000).",1989-1990,abortion
79,0.005674,"Finally, Prof. Simpson’s position is based on the false assumption that legal abortion removes the dangers of illegal abortions.",1989-1990,abortion
80,0.503495,"The fact is, illegal abortions have continued despite legalization.",1989-1990,abortion
81,0.64186,"In addition, Prof. Simpson would have you believe that every person who would get an abortion today would have an illegal abortion if they had to.",1989-1990,abortion
82,0.168128,"In fact, following the legalization of  abortion, one less illegal abortion meant 18 more legal abortions.",1989-1990,abortion
83,0.004835,"First, would a prohibition (especially one with legitimate exceptions) really cause an overwhelming number of illegal abortions?",1989-1990,abortion
84,0.00284,"Second, is it worth 18 more abortions to eliminate one illegal one?",1989-1990,abortion
85,0.165057,She accuses pro-lifers of holding the position that if abortion is murder then there should be no exceptions.,1989-1990,abortion
86,0.996372,But a prohibition with exceptions is a far cry from carte blanche abortion.,1989-1990,abortion
87,0.008433,"If we did that, we would all opt for abortion on demand.",1989-1990,abortion
88,0.001145,The risk that abortion murders a human being is simply too great.,1989-1990,abortion
89,0.999185,EDITOR\'S NOTE: We thank the many contributors who have so thoroughly covered the abortion debate.,1989-1990,abortion
90,0.160063,"If you didn\'t run the “Sbar Side” each week, you\'d have more room for real issues, like the situation in Nicaragua, for example, or abortion.",1989-1990,abortion
91,0.984442,the gubenatorial election over J. Marshall Coleman last November after both candidates engaged in heated debate about the abortion issue.,1989-1990,abortion
92,0.963256,"In his career on the Court, Blackmun has written several noteworthy opinions, including the opinion for the Court in the 1973 case Roe v. Wade, which extended the constitutional right of privacy to include abortion.",1989-1990,abortion
93,0.0004,"Without it, true artists might be censored and, even worse, I\'d be required to write legitimate introductions concerning the abortion issue or the possible reunification of East, West, North and South Germany.",1989-1990,abortion
94,0.147193,"Ovral, a legal ‘‘morning-after’’ pill that prevents implantation of a fertilized egg in a woman’s uterus, has been available at Washington and Lee’s Health Center since coeducation was established in 1985, W&L  Ovral is used differently than the highly-publicized RU 486, more commonly known as the abortion pill.",1990-1991,abortion
95,0.042133,The drug causes a spontaneous chemical abortion.,1990-1991,abortion
96,0.961287,"At Monday’s meeting, Hatcher asked the chapter representatives about a poster put up around campus by the ACLU chapter conceming abortion laws in Utah.",1990-1991,abortion
97,0.179398,"Schneider said the intent of the posters was not to make an issue of abortion, but to question the constitutionality of a Utah law which made  Q Please see ACLU page 3  Law policy reversed  , By Tom Eisenhauer Staff Reporter     .",1990-1991,abortion
98,0.999432,"‘I’m glad I can give back to the school in a way best suiting my abilities.’’  ACLU  ""from page 1        é capital punishment a possible penalty + for women who have abortions.",1990-1991,abortion
99,0.492006,"First, he opposes abortion, and secondly, he opposes affirmative action.",1991-1992,abortion
100,0.01776,The actions of PACs (some  Religious fundamentalism and the Braves:  of which opposed the nomination of Judge Clarence Thomas on the basis of abortion and civil rights) are also suspect.,1991-1992,abortion
101,0.801506,"chip away at Roe v. Wade, the 1973 decision legalizing abortion, as it has in recent decisions.",1991-1992,abortion
102,0.921072,"On social issues the Republican candidates have reaffirmed the 1988 platform of choice in public education, school prayer, and a desire to stop abortion.",1991-1992,abortion
103,0.937656,Consider the likelihood of being able to discuss fully the range of opinions on welfare or abortion without offending someone on racial or gender grounds.,1991-1992,abortion
104,0.702462,"PHC also given de facto control over fraternities, University Infirmary: now must perform abortions on demand.",1991-1992,abortion
105,0.998032,"Sincerely, Dessie Entsminger  Catholics must vote pro-life  To the Editor: ‘  All the Democratic presidential candidates are pro-abortion, including Catholic Jerry Brown.",1991-1992,abortion
106,0.748634,"Speaking as a Roman Catholic who participates in the holy sacrifice of the Mass each day and prays the Rosary of the Blessed Virgin Mary daily, it is my discernment that no Catholic may vote for a man who will facilitate abortions by appropriation and legislation if elected.",1991-1992,abortion
107,0.013906,"If a Catholic votes for a pro-abortion presidential candidate, this individual commits a sin as he or she becomes a voluntary participant in a process which ultimately leads to murder.",1991-1992,abortion
108,0.273933,Catholic Canon Law asserts that the woman who aborts her child and those who perform the abortion as well as well as those who pay for the abortion are automatically excommunicated.,1991-1992,abortion
109,0.193545,It would appear that this excommunication applies to the willful pro-abortion voter also.,1991-1992,abortion
110,0.005562,The episcopates are maintaining a strange silence about the moral implications of voting for a pro-abortion candidate.,1991-1992,abortion
111,0.239384,There are no circumstances in which a Catholic may vote for a pro-abortion candidate.,1991-1992,abortion
112,0.075951,"It would be grossly unfair to render ‘al other parts of speech, like “woperson” for ships at the White House can be ings on abortion, that it is murder, and therefore a roughly one-half of the student body (i.e., sopra“Woman” and “fething” for “female.” Handelman Intern ships obtained from Professor Consin.",1991-1992,abortion
113,0.992593,Knowledge of busilooking for a passenger to share as tax funds go to support abortion clinics.,1991-1992,abortion
114,0.128498,"For a full Mi : U PS is the difference between a Democrat who supRegarding the authors’ suggestion that the description, see the CDPO or ISSINg ports abortion and a Republican who supports the end of the Glee Clubis the equivalent of theend of Very truly your, Ms. Lorig.",1991-1992,abortion
115,0.918206,"restrictions, might we be better served by attemptsity will not jettison all-male (or all-female, for uation release information The Ring-tum Phi is lookin fo ing to find ways to prevent women from needing _ that matter) choral selections merely because the ee Ee mM a S S mM ed in| sheets, please do so immediately a mer columnist for nar fall abortions.",1991-1992,abortion
116,0.384437,"Our “messenger” is a wolf a oa y. ao a dn aaa G y i face ah ODINTOR tne of abortion, but I know fanaticism when I hear it, in sheep’s clothing.",1991-1992,abortion
117,0.025097,Their most              letter serves as a prime example of the extremes to O e S t O O f ar recent schemes include cheerleading negative ecoColonnade Crossword which some “pro-life” supporters would like to go g nomic news and unrelenting virulent and treasonnonnee ; in restricting personal freedom beyond abortion.,1991-1992,abortion
118,0.896756,"The candidates answered questions posed by moderator Dean of Students David Howison on a range of topics, from abortion and the economy to drugs and national defense.",1992-1993,abortion
119,0.022697,"osupports outlawing abortion except it the mother\'s life would be endangered by carrying the baby to term, or in cases of rape or incest.",1992-1993,abortion
120,0.826388,oopposes outlawing abortion; supports Roe v. Wade and the Freedom of Choice Act.,1992-1993,abortion
121,0.527787,"Wife Hillary; daughter Chelsea, 11.  l abortion; supports Roe v. Wade and the 9 Brady Bill, which calls for a brief waiting 0 limit campaign spending by revising iering term limits in Congress.",1992-1993,abortion
122,0.035352,osupports a woman\'s choice to have an abortion.,1992-1993,abortion
123,0.98051,"“We deal with a variety of topics from eating disorders and sexual assault videos to abortion debates to the mandatory one-third women quota set by the Board of Trustees,” said Comer, who is now the group’s president.",1992-1993,abortion
124,0.984558,"If someone had told us 40 years ago that the elaboration of the welfare state would coincide with an epidemic of sexually contracted diseases, an epidemic of teenage pregnancy, 1.5 million abortions a year, a permanent underclass in our cities -— that’s what a welfare state was meant to cure, and it hasn\'t worked out, and now the American people are wondering what in fact is in store for them and the great American promise.",1992-1993,abortion
125,0.20464,"This year 10 million teenagers will engage in 126 million acts of sexual intercourse resulting in more than one million pregnancies, 406,000 abortions, 134,000 miscarriages and 490,000 births, about 64 percent (313,000) of them illegitimate.",1992-1993,abortion
126,0.003272,"Z:/licil<ela(l;us2l%:lt ﬁmobemarkeglly Yes, but let’s be clear leaving .asi;ie .. »xi1iiii:::i:libiaci:)sr. about h°w\' Forty years  Awhitesubur— ago teenage pregnancy acceptable for banteenagerwho rates were higher than society to en becomes pregnant is apt to get anabortion and go on to college.",1992-1993,abortion
127,0.000957,‘‘It would be a boring world and a boring college if we all agreed with one another.”  Raise taxes to reduce delicit Abortion should be legal  Marijuana should be legal  Prohibit homosexual relations  Employers can require drug tests National health  care plan needed racial  no longer a problem individual can  to change society wealthy should pay more taxes  Prohibit  sexist speech  W &;L Freshmen Opinions on National Issues vs Freshmen at four-year Private Institutions  Somewhat or strongly agree with .,1992-1993,abortion
128,0.006757,"Political incorrectness goes too far  MY VIEW  being opposed to abortion, afﬁrmative action, diversity, multiculturalism, and the idea of sexual harassment.",1993-1994,abortion
129,0.987853,"Debate  Phyllis Schlaﬂy, a pioneer of American conservatism, and Jane Benshoof, a leading litigator and legal expert on reproductive rights, will debate the topic of abortion on Tuesday, Oct. 26, at 8:00 p.m. in the Lenfest Center.",1993-1994,abortion
130,0.862445,"The appropriate title for those who favor a woman’s right to choose is Pro-Choice, NOT Pro-Abortion.",1993-1994,abortion
131,0.001196,The use of theterm Pro-Abortion distorts what the Pro€hoi‘ée\'ri‘lo‘vfeme‘nt is about.,1993-1994,abortion
132,0.98651,"Pro-Choicers can be those  against abortion personally, those who support it unconditionally, or those who support it only in certain cases such as rape or incest; what all these people have in common is the belief that a woman is the only one who can decide what to do with her body.",1993-1994,abortion
133,0.264843,Often the people who seek abortions at free clinics may not have access to information about proper nutrition or to pre-natal care.,1993-1994,abortion
134,0.938366,There is no campaigning within a certain distance of the building and the same should be held true for abortion clinics.,1993-1994,abortion
135,0.667916,", Thenpthere ,is_the otheras; _. pect of the abortion debateffree speech.",1993-1994,abortion
136,0.023993,"""Pro-Lifer_\'s\' (and I real: ize not all of you are part of Operation Rescue) want to protest at abortion clinics.",1993-1994,abortion
137,0.993021,"this column is a little irrelevant, considering the anniversary was last week; however, abortion will be in the news for a while longer.",1993-1994,abortion
138,0.737789,"testing of RU 486, the French abortion pill, to it can be legalized in the U.S.",1993-1994,abortion
139,0.970392,"Finally, and pe most importantly, abortion will be part of the h care debate.",1993-1994,abortion
140,0.798186,"The health care debate will need to d whether abortion will be covered under a h plan or only in some cases, such as rape or i will it be covered.",1993-1994,abortion
141,0.039306,0  Abortion was around long before Roe v. ll During its history thousands of women died h .t abortions illegally.,1993-1994,abortion
142,0.812582,Women still do today Te ers who can’t bear to tell their parents the  pregnant have back-alley abortions to evade p tal notification laws.,1993-1994,abortion
143,0.866024,Women who cannot affo cross the state twice in a four day period so that  cc +—-—— The health care debate will not yield a ﬁnal answer on abortion but perhaps it will assist in answering some related problems.,1993-1994,abortion
144,0.231179,"Population A International report September that as n as 200,000 women  each year as a result of illegal abortions, mo.",1993-1994,abortion
145,0.020263,"All important questions before the government (abortion, income security, and crime, just to name a few) involve value judgments that have to be made; it is pure folly to insist that the government can be run without reference to moral principles.",1993-1994,abortion
146,0.663019,"“Choice” is a word used repeatedly in the discussion of abortion, and there are two: to choose life or death, blessing or curse.",1993-1994,abortion
147,0.132946,"When abortion is used as a birth control method, to eliminate an inconvenient pregnancy, or because amniocentesis indicates the presence of XY chromosomes, such a decision affects all aspects of the  There are no statistics regarding the number of deaths which had resulted from back-alley abortions prior to Roe v. Wade.",1993-1994,abortion
148,0.062891,"For decades priorto its legalization, “90%-of abortions were done by physicians in their offices” (American Journal of Health 50 [July  Because the procedure was illegal, doctors didn’t report deaths from abortion.",1993-1994,abortion
149,0.969183,"Statistics are also misleading today because women continue to die from abortion — maybe they don’t die “on the table,” but some do die from hemorrhages, hepatitis, and other complications which result from the operation.",1993-1994,abortion
150,0.529193,"There are suppositions and fantasies that many women would die as a result of tighter restrictions on the availability of abortions, but that has not proven true in Pennsylvania, for example, in which the Casey decision was significantly restrained.",1993-1994,abortion
151,0.992946,"If it is an  the U.S.  media or local attention is the emotional health of a woman afterthe abortion, or “post—abortion trauma.” There are many carrying the baggage of emotional scars as a result of aborting a child -— somewhere deep in their conscience, the reality about the procedure of the suction, scraping or other abortive techniques can be profoundly disturbing.",1993-1994,abortion
152,0.094361,"Last year, a week after an abortion, a fine young woman called me in tears and cried, “What did I do to my baby?",1993-1994,abortion
153,0.381497,"Women Exploited By Abortion (WEBA) has 30,000 members in more than 200 chapters in  Project Rachel is another therapeutic group, and  is located in Roanoke.",1993-1994,abortion
154,0.044499,"If abortion is only a medical  procedure, like a root canal or a tonsillectomy, I wonder why there are no ongoing support groups for those “surgery survivors?” Could it be that abortion takes a toll on women.",1993-1994,abortion
155,0.002459,"The show went off absolutely with    Interviews and Photos By Betsy Green  Sincerely, William C. “Burr” Datz\', ’75 Catholic Campus Minister  TALKBACK     Abortion is too often presented as a quick fix to an inconvenient situation — the real problem with much of our modern society is the difficulty we have with the consequences of some of our decisions.",1993-1994,abortion
156,0.005432,Abortion is a tragedy and a national disgrace.,1993-1994,abortion
157,0.200284,"They ﬂew above the ﬁreworks and yelled out from the stars, “Happy Fancy Dress to all, and to all a good night.”     9  LETTERS  Clarke misrepresents beliefs of pro-life movement  To the editor:  ‘Those who have examined the abortion issue and taken a position will rarely be persuaded to change it.",1993-1994,abortion
158,0.999239,The abortion debate will always be decisive and inﬂammatory.,1993-1994,abortion
159,0.003158,Let me begin with her “pet peeve.” Miss Clarke objected  u topeing addressed as a “pro-abort.” We pro-lifers  don’t call our opponents pro-abortion to be vindictive or annoying.,1993-1994,abortion
160,0.938061,"However, even  abortion advocates will admit that there are limits to those choices, particularly when they may violate the choices and rights of others.",1993-1994,abortion
161,0.933764,"The abortion debate is not about “choice.” If it were really about choice, Miss  .",1993-1994,abortion
162,0.211278,"According to the Centers for Disease Control (U.S. Department of Health and Human Services), 98% of all abortions are done for birth control reasons.",1993-1994,abortion
163,0.01828,"And according to the Alan Gutmacher Institute (the research branch of Planned Parenthood), half of all abortions are performed on wtﬁnen who chose to use abortion as their only means  I of birth control.",1993-1994,abortion
164,0.939627,"From the pro-life perspective, the debate is about the human life they believe is destroyed during every abortion.",1993-1994,abortion
165,0.997012,"So it is unfair to say that pro-lifers believe that “the law has full jurisdiction over a woman’s uterus,” as Miss  among many, abortion counselor J oss Sawyer writes that “adoption is a violent act” compared to the “simply remedy of early, safe abortion.”  In reality, contrary to Miss Clarke’s accusations, it is really the pro-lifers who are giving women the genuine choices.",1993-1994,abortion
166,0.999123,"Miss Clarke and I will probably never come to an agreement on the issue of abortion, but it is important to understand each other’s position.",1993-1994,abortion
167,0.000379,"Even if the abortion proponents completely disagree with pro-lifers, they must understand that because we believe 1.6 million children die every year as a result of this lamentable “choice,” their battle to “preserve Roe v. Wade” will never end.",1993-1994,abortion
168,0.331476,"If I didn’t believe that a human life was destroyed during every abortion, I would be right next to Ms. Clarke at those NARAL demonstrations defending a woman’s right to choose.",1993-1994,abortion
169,0.056194,"Third, the term implies the pro-abortion movement promotes genuine choice regarding crisis pregnancies.",1993-1994,abortion
170,0.002523,"If the pro-abortion side is only concerned with providing women the option of aborting, then why are they so hostile towards informed consent and adoption?",1993-1994,abortion
171,0.564801,Informed consent is not a pro-life lecture designed to dissuade women from having abortions.,1993-1994,abortion
172,0.381151,"The majority of proposed informed consent laws require someone to tell the woman the risks of and alternatives to abortion, the probable gestation period of her unborn child, and the risks associated with childbirth.",1993-1994,abortion
173,0.168436,The pro-abortion side also attacks adoption as a choice.,1993-1994,abortion
174,0.017896,"In response to these ads, Alexander Sanger of New York City ’s Planned Parenthood stated, “The DeMoss Foundation ads should be seen for what they are: a stealth weapon in that Foundation’s attack on abortion. . .” To  provide another representative pro-abortion response Christine Will, ’94  Interviews and Photos  By Betsy Green  TALKBACK        W&L-VMI  Need something to do with the hourbefore “90210?” Come meet your neighbors at VMI with the Preston Society.",1993-1994,abortion
175,0.027323,ggggggﬁrgggrgtggsrggeggeech Women learn communication; § TheSupremeCourtwillcastitsvotesFriday trained in assgrtiveness  \'  ‘ dealing with the free-speech rights of abortion protesters and the rights of abortion clinic patients and employers to be safe       Wednesda for the remainder of the °Deal with atronizin and condefiom ha.raSSmem.\' The.,1993-1994,abortion
176,0.775534,"The ruling, said the federal judge, is equal to the right to refuse life support or choose an abortion.",1993-1994,abortion
177,0.999089,Freedom is at the heart of our political struggles —— gun control (The freedom to bear arms vs. the freedom of feeling safe from these guns); abortion (the freedom of the woman to choose vs. the freedom of the fetus to live); the environment (the freedom to use the land as we please vs. preserving the land so that all people have the chance to freely use and appreciate it); etc.,1993-1994,abortion
178,0.000853,"While it is certainly true that King used Christian theology to preach against the evils of racism, Carter loses his credibility when he stretches this comparison to issues such as abortion, creationism, and the Branch Davidians in Waco, Texas.",1993-1994,abortion
179,0.894728,"During the conference, U.N. officials handled objections from Muslim countries and the Vatican dealing with reproductive rights and abortion.",1994-1995,abortion
