"And all the while, Gorby sits irﬁ Moscow, merely waiting as his promises of liberalism stand idly by.",1989-1990
"In years past, the student body accumulated a small surplus each year, allowing the EC to provide liberal budgets without too much fear of an unexpected deﬁcit.",1989-1990
HOWISON: One of the principles of a liberal arts education is that you’re exposed to new ideas.,1990-1991
"He was a frequent contributor to the Spectator, and | recall several good-natured debates with him about the course of liberal jurisprudence in this country.",1990-1991
"He decried the tendency of ‘‘liberal’’ judges to be obsessively concerned with the rights of the accused, the careful adherence to procedure, and even the right to privacy.",1990-1991
I look forward to further elaboration of the Spectator’s new liberalism.,1990-1991
"While most concede that the liberals did not invent judicial activism, no one  By Rick Peltz  John Quinn, ’91, Shreveport, LA ‘Tear night is an evening full of sound and fury, signifying nothing.’’     Justice Brennan resurrected, refined, and perfected its art.",1990-1991
"For nearly thirty years, it seemed that every liberal special interest group had their time at bat in the Supreme Court.",1990-1991
"The liberals and the nation ignored the Congress, allowing its members to forget their constitutes in favor of lucrative PACs and the power-brokering game of throwing other people’s money at every social ill which somehow struck _ the conscience of a heartless political body.",1990-1991
The liberals thought they had  when Ronald Reagan slipped through their choke hold on the nation.,1990-1991
"Though much of the constitution’s safeguards lay in ruin due to their efforts, the liberals have not -as yet -effectively dismantled its system of checks and balances.",1990-1991
"As the first generation of liberal judicial activists retired, many of whom appointed by Republican presidents in good faith, Ronald Reagan had the opportunity to restore much of the judicial system, unquestioned.",1990-1991
"For the liberals, Bork’s confirmation did not pose the question of judicial activism versus constructionism, they were concerned only with how activist the judge was and for what political purpose.",1990-1991
"The liberals wrote letters to congressional leaders, appealed to the nation through the media, and acted as though the Supreme Court were a political body.",1990-1991
"His digression on liberal judges is interesting, but it has nothing to do with the dorm counselor raid.",1990-1991
"Of course, Dean Ruscio does not believe that the Spectator is ‘liberal’?",1990-1991
LIBERAL — The other 30 percent.,1990-1991
"U.S. News ranks W&L 15th     By Cathy Lopiccolo Assignment Editor     Washington and Lee is ranked 15th in a list of the top 25 liberal arts colleges, according to the Oct. 15 issue of U.S. News and World Report.",1990-1991
"William Cocke in the W&L News Office said the university has also been named the ""Best Buy"" among liberal-arts colleges for the second year in a row in the magazine’s 199] Best Colleges Book, which will be released Monday.",1990-1991
The top two categories are national universities and national liberal-arts colleges.,1990-1991
Amherst College placed first among national liberal-arts colleges with a perfect score of 100.,1990-1991
"W&L, the only liberal-arts college in Virginia to appear on the list, received a score of 86.2.",1990-1991
THE TOP 25 NATIONAL LIBERAL ARTS COLLEGES                 #13  24  .,1990-1991
"a     Phi Gamma Delta Simone Schonenberger, W&L ’91 Escort: Rick Hughs Comment: ‘‘Studying a year abroad in Germany has allowed me to appreciate the unique opportunities that W&L offers.”     Sigma Phi Epsilon  Claire deVignier, Randolph-Macon’92  Escort: Pete Castiglione Comment: ‘‘I firmly believe in an academically demanding Liberal Arts education.",1990-1991
"After observing drug and alcohol surveys from other southeastern universities, Dean of Students David Howison said alcohol and drug use at W&L  is similar to patterns at other comparable small, liberal arts schools.",1990-1991
i ae  Is that not what a liberal arts education is all about?,1990-1991
"‘*For 27 years, I have tried to dispel the image that I was a liberal, that I believed in civil rights, that I believed in the nonviolence thing, but to no avail.",1990-1991
"But I reasoned that if I became associated with Sen. Jesse Helms, everybody would immediately know that I was not a liberal.’’  Meredith also said that in the year he has worked for Helms, he has not encountered racism of any kind in the organization.",1990-1991
"We don’t need to reinvent the wheel.’’ The reply of a Berkeley student when asked if they are protesting to relive the nostalgic, liberal-infested days of the late 1960’s: ‘‘We don’t want to be hippies or anything, we’re just concerned with what’s going on.",1990-1991
"We want to see all of the soldiers (and Mar    Coach thanks Wé&L fans  ines) come home soon and safely.’’  are aware of how important their support is to the  I must admit the news of student insurgency at TOOps in Saudi Arabia, why don’t the students at tnese bastions of liberalism doesn’t surprise me, Teputable institutions of higher education?",1990-1991
A 1990 national survey of college seniors indicated that three times more W&L students were satisfied with their student government and their voice in influencing college policies than students at comparable liberal arts colleges.,1990-1991
"This liberal policy,  which is based on the honor system, has gotten out of hand.",1990-1991
"‘There must be a sense of comprehensiveness in academic effort and a strong evidence of scholarship in the liberal arts and  sciences,’’ said Goehring.",1990-1991
The Publications Board decided not to fund the publication on the basis that it would be a politically liberal forum and they cannot fund a politically ideological paper.,1990-1991
Or maybe it was because ‘‘free-thinking’’ seems to denote ‘‘liberal’’ (or ‘‘pinko-commie bastard’’) rather than ‘‘intellectual.,1990-1991
Apparently she is not ‘‘black’’ enough to satisfy her liberal white colleagues.,1990-1991
"She is the recipient of the Bruno Kreisky Award for Human Rights, the Liberal International Woman of the Year Award for 1989, the Averell Harriman Democracy Award and the United Nations Development Fund for Women Award in 1990.",1990-1991
Those Army wieners be damned.”’ The Out artice cited W&L’s  “‘steady march toward outright liberalism’’ as a main criterion for its selection.,1990-1991
"W&L ranks last among the top 25 national liberal arts colleges in the percentage of alumni that contribute, and the school has made a ‘‘considerable effort’’ to raise the percentage, McMahon said.",1990-1991
‘‘The media was very interested in whether he was going to announce his candidacy.’’  McGovern told the crowd he will run if no other candidate emerges who will stand for the liberal achievements of the Democratic Parly.,1990-1991
tional liberal arts .,1990-1991
So the illiberal educators come up with other reasons to disparage it.,1990-1991
"But don’t you dare question the academy or,  any of the illiberal faculty members!",1990-1991
"Washington and Lee, as the Spectator continually espouses, is a liberal arts college.",1990-1991
A liberal arts education is one which liberates the mind.,1990-1991
"She really convinced us that she had an understanding of a liberal arts college,’’ Peppers said.",1990-1991
"This liberal policy, based on the Honor System, has gotten out of hand.",1991-1992
Quote of the Week  Harkin admits to being a liberal.,1991-1992
Past ECs have been reluctant to fund organizations perceived as politi       U.S. News & World Report Top 25 Liberal Arts Colleges  Williams College (Mass.),1991-1992
"Hamilton College (N.Y.)     ©92 NOnroens  Ranking drops, but some still shop for the best buy  U.S. News dropped Washington and Lee from 15th to 22nd place in its latest ranking of America’s best liberal arts colleges.",1991-1992
"According to the magazine, out this week, W&L is still the best buy ina liberal arts education.",1991-1992
Their liberal experiments with dividing the freshman classes by race and interest have been ended.,1991-1992
‘As long as we\'re appearing in the top 25 — as lone of the elite liberal arts schools in the country — we’re in good shape.”’  The magazine named W&L the | 22nd-best national liberal arts college jin its fifth annual guide to ‘‘Amerjica’s Best Colleges.’’ Last year W&L was 15th.,1991-1992
W&L is the least expensive of the top 25 liberal arts schools.,1991-1992
"“The important thing is staying the ‘Best Buy’ among national liberal arts colleges,’’ Howison said.",1991-1992
"The overall rankings compare 140 national liberal arts colleges on the basis of academic reputation, selectivity, faculty-resources, total financial resources and student satisfaction.",1991-1992
"Every Sunday, for example, I walk around the backyard with a large grocery bag and my trusty double-pronged scooping implement and pick up the dog droppings that have accumulated over the week — damn good thing I have a liberal arts degree.",1991-1992
"Randall P. Bezanson, Dean of the Law School  EC erred in not funding ACLU  To the Editor:  Due to the eagerness which W&L publications display for labeling people as liberal or, even worse, Politically Correct, I begin this letter with a disclaimer: I am not a member of the ACLU (American Civil Liberties Union), and I strongly disagree with almost everything it does.",1991-1992
"We believe the administrators, like Thomas Litzenburg and Dennis Manning, are why Washington and Lee is one of the nation’s best liberal arts colleges.",1991-1992
"There are several names for this revolution...pluralism, multiculturalism, diversity,’’ said Dinesh D\'Souza, author of the controversial book, Illiberal Education: The Politics of Sex and Race on Campus.",1991-1992
Davidson was ranked 21st and W&L 22nd among the nation’s top liberal arts colleges.,1991-1992
He has been dragged through the mud by the liberal establishment and by the media and I am ashamed as a fellow citizen of this nation that he has had to endure such a thing.,1991-1992
"the liberals try |  Miller responds to Phi article  To the Editor:  After reading last week’s headline story, I was appalled and thoroughly disgusted in the way that I was treated in that article.",1991-1992
"If Thomas loses the battle, this will prove that Congress now has supreme power over the Judicial branch of government, and that Congress will only confirm those who pay homage to special groups, and to liberal congressmen and congresswomen.",1991-1992
"Jobs And Law  Seniors seeking jobs in New York, Philadelphia, and San Fransisco-Los Angeles must submit resumes for the Selective Liberal Arts College Consortium by 4 p.m. on Oct. 25 in the CDP office.",1991-1992
"Richard Hill, in his My View last week, stated that Clarence Thomas was a winner in the confirmation process even though he was attacked by ‘‘the liberal establishment and by the media’’ and that he had suffered not the American dream, but the American nightmare.",1991-1992
"Jobs  Seniors seeking jobs in New York, Philadelphia, and San Francisco-Los Angeles must submit resumes for the Selective Liberal Arts College Consortium by 4 pm.",1991-1992
"ment.’’  According to Barry-Rec, she and her husband settled in Virginia because it has the most liberal laws for parents to home-school their children.",1991-1992
"Heidi Traulsen, Calyx business manager and Pub Board member, said that regardless of the editors’ intentions for this year with the new charter, The Traveller was already ‘‘seen as liberal by the campus’’ and thus should not be recognized by the Pub Board.",1991-1992
"‘‘Even in the face of all this PC stuff and after the liberal decades, the students keep their love for their school alive.",1991-1992
"Barnard College (N.Y.)     Top 25 liberal arts colleges (ranked by endowment)  Per Student  Name Endowment 6/30/89)  Swarthmore College (Pa.) $231,871 $304,911,000 Grinnell College (lowa) $214,995 $294 ,328,000 Pomona College (Calif.) $192,646 $271,053,000 Amherst College (Mass.)",1991-1992
"$68,849 $74,035,000 Davidson College (N.C.) $56,340 $79,496,000  Washington and Lee University $53,637  As shown in U.S. News and World Report, October 19, 1989  Total Endowment  (Market Value  $101,169,000 $113,160,000 $123,309,000 $53,629,863 $43,969,000  $53,302 $45,334 $34,511 $20,290        One of the major goals of the soon-to-be-announced Capital Campaign is to improve W&L’s endowment in comparison to  other top liberal arts colleges.",1991-1992
W&L’s ranking dropped seven places from 15th to 22nd place in U.S. News and World Report\'s September ranking of America’s best liberal arts colleges.,1991-1992
"“‘As long as we’re appearing in the top 25 — as one of the elite liberal arts schools in the country — we’re in good shape,’’ Murphy said in October.",1991-1992
W&L currently stands in the lower third of the nation’s top 25 liberal arts colleges ranked by endowment per student.,1991-1992
"‘‘Shall we perpetuate the old prejudice which has existed for ages, and has only succumbed to some extent to the liberalism of the twentieth century?",1991-1992
"Mr. MacKenzie evidently revels in his self    OPINION  Page 3                 LETTERS  proclaimed glory as the liberal ‘‘campus wit.’’ (Unfortunately, he has a lot of competition.)",1991-1992
"Let us not forget, Mr. MacKenzie, that limousine liberals like you are constantly shrieking about economic inequality.",1991-1992
I enjoyed having Democratic and liberal views in print until.,1991-1992
"I, sir, also consider myself a Democrat, and a liberal.",1991-1992
"s  ’ 4, I consider myself neither a Democrat nor a liberal.",1991-1992
"G Oal b oun d  After Radford, the team can really  Photo by Leigh Allen, The Ring-tum Phi     start to focus and begin to prepare for the Liberal Arts Invitational.’’ in W&L’s pre-season opener.",1991-1992
"They get their chance today at DePauw University in Indiana, where the Generals begin swimming in the three-day Liberal Arts Invitational.",1991-1992
"Freshman catcher Todd Stanton had three hits and drove in two run, and junior Jon  W&L women’s swimmers take 5th at DePauw  By ERIN MCKINNEY Phi Staff Reporter        The Washington and Lee  women’s swimming team ended their |}  season last weekend with a respectable fifth-place finish at the Liberal Arts Invitational at DePauw University.",1991-1992
"“It was tough to swim (at Liberal Arts) coming off of ODACs,”’ said Jacobs.",1991-1992
"The Generals gained some well-deserved respect by placing third at the Liberal Arts Invitational, behind Wabash and DePauw.",1991-1992
"‘‘But I think everybody was ready to go to their keg parties.’’  All the speakers at the convention proposed what they called a ‘New Vision’’ for the Democratic party: a breaking away from the traditional, liberal moorings that have characterized the party since the time of Franklin D. Roosevelt.",1991-1992
"‘*We tried to propose things that are different from the traditional, liberal, interest group platforms that the Democrats have put out before.’’  During most of the convention, delegates were supposed to act like their real-life counterparts, even if      Stonewall Square     Photo by Teresa Williams, The Ring-tum Phi  Wé&L Dems GOP platform  W&L Students, we welcome you to our your next haircut.",1991-1992
"Midwest Regional Coordinator Cottie Miles « presented a more liberal position than , that of the platform: that medical care, like legal representation, should » be given freely to those who can’t | afford it.",1991-1992
"Take your most liberal estimate on what you think you\'ll need and add at least $50, depending on your spending habits.",1991-1992
"In an effort to score points with its highbrow liberal counterparts, the law school has abandoned its mission of solid teaching of substantive fundamentals,  Instances such as this go a long way towards explaining our school’s fall from grace in the eyes of our profession, our alumni and our community.",1991-1992
"Liberalism developed when liberty was threatened by the forces of  has shifted, to the disadvantage of Democrats.",1992-1993
"“They ‘sgid we had a liberal agenda, but they  uldn’t back it up.”  Walsh also said the magazine would not have relied on the Pub Board for printing costs.",1992-1993
"But to Williarnson’s charge that she is a “far-out left-wing liberal” from “the Chicago machine,” she replies, smiling, that the charge is “an oxymoron” because the machine is inhospitable to far-out left-wing liberals.",1992-1993
"Despite the rainy + weather and dreary skies, the races in Charlottesville still  ington and Lee 22nd among national liberal arts colleges.",1992-1993
"W&L’s operating budget is lower than other liberal arts schools because of low tuition and the fact that W&L does not use tuition revenue to fund scholarships, Litzenburg said.",1992-1993
"‘ A"" W&L students are still the smartest shoppers aroimd. .   -W&L “ranked number one in “best buys"" among ‘yiliberal arts schools in U.S. News and World Report\'s .",1992-1993
"Allpossessed of limited intellects but powerful prejudices, the Federalists know that its easy to relax in Lexingare young men and women so upset by the liberalizing influences of worldlinesg ton, and the possibility of something and education that as their horizons broaden to about the diameter of apinhead like this happening here is remote.",1992-1993
"Washington Philadelphia New Y0Tk San Francisco Chicago The Selective Liberal Arts Consortium (SLAC) .‘ V JOB FAIRS are for you,   with impressive numbers of good companies: , I‘ "" §l0$9T_th0"" ~ ~ you think!",1992-1993
"§ctmeider said the ACLU wants _ 0 get students more involved with s°h""°\'de"" e Bill of Rights and that a liberal arts university has an 0 bligation to educate its students about national and interna\'onal issues.",1992-1993
"But stay with the idea of “lost jobs.” lftlie mentality common among NAFTA’s liberal critics had prevailed when the automobile industry was in its  infancy, government might have strangled the infant  _ in its cradle—in the name of “compassion,"" of course.",1992-1993
"To review company descriptions and learn about submitting resumes, come to the Career Development and Placement Office  The Selective Liberal Arts Consortium (SLAC)       NINTH ANNUAL MINORITY CAREER DAY:  TUESDAY, NOVEMBER 3, I992 OMNI HOTEL ~ DOWNTOWN CHARLOTTESVILLE  1992-93 financial aid form must be on file in the financial aid office to receive financial aid for Spring term abroad.",1992-1993
"The Democratic nominee for sena tor is Robert Abrams, the state’s attor= = ney general, who recently madenewsi  by skipping Manhattan’s Columbus Day parade and calling his opponent, two-term incumbent AlfonseD’Arnato, a “fascist.” Abrams is a liberal in good standing (wants to cut defense spending 50 percent; favors gay rights as a litmus test for judicial norriinees) but did not duck the parade for the correct liberal reason (that Columbus was a fascist who inflicted Eurocentri sin and syphilis on the indigenous peoples of the North American paradise).",1992-1993
"CD&P  The deadline for submitting resumes for the Selective Liberal Arts Consortium Job Fairs in New York City, Chicago, Washington, D.C., Philadelphia and San Francisco is Friday, Oct. 23 by4p.m.",1992-1993
"That was a contrast to Schneider’s liberal image on campus, arising from his association with the ACLU.",1992-1993
His party is full of believers in litigious liberalism.,1992-1993
Liberals confuse an adjective (“fair”) with an argument.,1992-1993
actionary liberalism —— defense of factions strongly organized and skillfully represented in Washington.,1992-1993
“The Women’s Forum was not a group of braburning liberals.,1992-1993
Their activism is both a cause and consequence of “interest-group liberalism”—belief in brokering maximum satisfactions for the maximum number of factions.,1992-1993
"This seems to be due primarily to misconceptions about the nature of Amnesty International, which is not a liberal, radical, or politically partisan group.",1992-1993
"After 1988, the Democratic chorus seemed to have shrunk to a duet of blacks and white liberals.",1992-1993
Our liberal policy is being abused entirely too often.,1992-1993
"Patterson says his research on Wilson and the interview both gave an impression of the president as a true man of letters, a staunch and vocal ‘advocate of liberal arts education.",1992-1993
"Greg Sandage  To the Editor:  I realize that the Inaugural Ball has created some hysteria among the nation’s liberal populace, but if the recent actions of this faction’s branch at Washington & Lee is any indication of future behavior, then the nation is in deep trouble.",1992-1993
"The increasingly liberal administration, with notable exceptions, has refused to recognize the defamation of one of the university’s most historic and powerful organizations.",1992-1993
They have ignored the words of the College Republicans who favor idea exchanges and actual brain activity instead of the wallet activity of the more liberal clubs.,1992-1993
It is time for the liberals to come down to earth.,1992-1993
"“My senior year, W&L was at its best as a liberal arts institution,” he said.",1992-1993
"In spite of the fact that they will probably graduate with a degree from one of the finest liberal arts schools in the country and land a job earning large sums of money, they will be altogether absent of any perspective other than their own.",1992-1993
"Fukuyam a, who wrote The End of History and the Last Man  \\i‘Iith,l._he‘ fallaoflcommunist d authoritarian regimes, history has fulﬁlled its p rpose: the recognition of liberal democracy as  the most effective form of government.",1992-1993
"This is an cxampleof what can be called “mandate liberalism”: If the government is strapped for funds, make the private sector spend.",1992-1993
"Due to the recent trend of liberal movements on college campuses, many newspapers and maga Kathekon  Kathekon, W&L’s student     Needed  Dance choreographer for spring term musical production at the Lenfest Center.",1992-1993
"I made the argusome 50,-t offeat-fult-C*5 ‘ms; 3  ._ of their own doctrine and feelings, allpleasures and disgusts line for applications is March 5. p rnentthat theliberal Contingent like-5 t0 sporise from me.",1992-1993
"\'    sociate position in 1993-94 should r1iP0ter1t liberal m0Verher1t"" Of the eel‘ intellect, enoughpride,orenough faith, punishable by law.",1992-1993
"Lenfest said his liberal arts and law education taught him “how to think"" and allowed him to excel in different areas.",1992-1993
"The Republicans have been deliberately allowing appointments to pass without undue harassment because they are anxious to see the government start acting its “magic.” Zoe Baird had received this treatment with a complementary endorsement by Senator Orrin G. Hatch of Utah but suffered the first blows of rejection at the hands of Ralph Nader of the Democratic left wing when he labeled the lawyer an “anti-consumer tool of corporate interest.” Following the Nader attack, the public found Baird to be a rich, liberal socialite living in a fancy New Haven, Conn.. with a chauffeur-driven car and the memberofanciglrlxniiootlzissocintimr lfying l()l1l0(‘l\\ ll(\\llSllll[ for punt kills  ll .\\‘(\'t‘lll.\\\' that mvlvml\\ lll the ruin.",1992-1993
"I would not pay this much for a liberal school,” sophomore Jackie VanVliet said.",1992-1993
"It would stop persecuting him if he would accept the punishment prefeied by totalitarian regimes and American campus liberals; re-education, in the form of “sensitivity” training.",1992-1993
I know that some on the EC fear than open funding policy would precipitate an avalanche of liberal organizations ranting and raving about the university\'s shortcomings.,1992-1993
".-.-, . .  vative citadel from a liberal siege.",1992-1993
"If liberal suppon should proliferate in the wake of a funding policy, an effect 1 would embrace ifnot expect, we ought to receive that outcome as a popular response reflecting student body sentiment.",1992-1993
"If an open policy sparks liberal activity, so be it.",1992-1993
Any honest administrator will tell you that the only major reason that W&L is not seen in that precious top ten list of liberal arts colleges is our total  was only at that  moment that it truly occurred to me that you were leaving.,1992-1993
"Almost as soon as he began his career at W&L, Leybum proposed strengthening the university’s academic standards and making the curriculum closer to the liberal arts ideal.",1992-1993
"Personally, though Mr. McDermott and other like—minded illiberal won’t believe it, I bear no ill will towards Professor Hedquist.",1992-1993
"And for that they were greeted with nothing less than the hypocritical, unqualified r sentment of a small, but vocal, minority within the W&L community whose best definition of diversity is to convert Washington and Lee into one of any number of small liberal-arts colleges that currently clutter the landscape of higher education.",1992-1993
"As I recall, Professor Peck offered a vigorous defense of Professor Hedquist’s right to free speech, and an extended analysis and critique of the illiberal climate of opinion, sown and cultivated by the Spectator, that resulted in the harassment of Professor Hedquist for well over a year.",1992-1993
You came to one of the best liberal arts universities in the country because you wanted to be challenged.,1993-1994
"“His legacy lives on in our commitmentto teaching and to the liberal arts.”  “His concepts of personal honor, integrity, and selfdiscipline set a wonderful example for generations of Washington and Lee students,” Wilson added.",1993-1994
Among Leybum’s objectives when he came to Washington and Lee were the strengthening of the university ’s academic standards and bringing the curriculum closer to  the liberal arts ideal.,1993-1994
Mention the word on campus and many students instantly think you are pushing a “liberal agenda” or striving towards political correctness.,1993-1994
W&L ranked 20th among the nation’s best national liberal arts colleges in this year’s edition of U.S. News and World Report’s College Rankings.,1993-1994
Amnesty lntemational S e The second option would seem chnelder . . and the W&L ACLU ’ to be the wiser one for a liberal arts co-sponsored an ex— ’94 institutionlike W&L.,1993-1994
Thus refusing to fund all “ideologically partisan” organizations would result in a vitually one-sided exchange of ideas  on campus— certainly not beﬁtting of a liberal arts:  while keeping on the payroll other ideological organizations has the stench of blatant “political correctness.“ Hopefully the EC will sensibly rectify this situation in a tirrﬁly fassion before Amnesty and the ACLU are forced  The proposal looks very nice‘ onitjs sdffacé.,1993-1994
"University stands at crossroads  Last week U.S. News and World Report released its annual rankings of colleges which upgraded W&L to 20th among small liberal arts co1leges.The rise comes from the fact that W&L has more students who graduated in the top 10% of their class, a lower acceptance rate, and a higher SAT average.",1993-1994
W&L provides a solid liberal  The academic environment would not improve due to a 50/50 ratio.,1993-1994
A learning environment arts education within a community that prides its Pm‘ office Box 899 indistinguishable from any other liberal arts college.,1993-1994
"It is part of an 11-member Selective Liberal Arts Consortium (SLAC) that counts Bryn Mawr, Haverford, Vassar and Pomona among its members.",1993-1994
"For example, Carleton College is often considered the pinnacle of liberal arts colleges.",1993-1994
I found it hard to believe this community so infiltrated with PC could actually foster liberal education.,1993-1994
Free speech in a politically correct school is no longer considered a requirement for liberal education.,1993-1994
"preserved its unique position among liberal arts colleges for generations, it would be a tragedy to see the new president make it just another ordinary PC saturated college.",1993-1994
Students who want a liberal arts education prefer to avoid institutions which pursue the politically correct and neglect legitimate education.,1993-1994
They are one of the_ major reasons W&L ranks high] on the lists of top liberal arts colleges like that published by U.S. News and World Reports.,1993-1994
"If it were not for the women on this campus, W&L would be nothing more than another mediocre liberal arts college, instead of 20th in the nation.",1993-1994
The university has taken best—buy honors in U.S. News & World Report ’s rankings of liberal arts colleges for three years running.,1993-1994
"_ _ ‘  W&L’s net assets —~— $181 million in 1991 — are less than half those of Amherst and Williams in Massachusetts and Swarthmore in Pennsylvania, the three school U.S. News picked as the top liberal arts colleges in the country.",1993-1994
"skﬁitr  \'1  3 C Your Student 3 -*  Redeemable for Breakfast,      L.  ‘I                                                                                                                                   0 The Fling-tum Phi, October 29, 1993  liberal—arts institutions in that area, institutions which have been very successful overthe y rs The compounding effects of gifts is incredible.”  McMillan said Broomall is right.",1993-1994
"Elrod said the undergraduate programs at the eight colleges in the study, all of which outranked W&L in the last U.S. News and World Report survey of liberal arts colleges, do offer a good basis of comparison for W&L.",1993-1994
Chretien takes over as Prime Minister of Canada  Liberal Party Leader Jean Chretien took over as prime minister of Canada Thursday after the Labor Party was catapulted into power in reaction to voter dissatisfaction with the economy.,1993-1994
"The Liberals pulverized the opposition in last week’s general election, winning 177 of the 295 seats in the House of Commons.",1993-1994
McWilliams said the ideas presented in the book represent “the essence of co ervatism and the essence of liberalism and the essence of what Jesus taught.,1993-1994
"of Career Development and Placement, the Selective Liberal Arts Consortium sponsors interviewing days with various companies in New York, Atlanta, Washington, D.C., Chicago, Los Angeles and Philadel phia.",1993-1994
"Without the Honor System, W&L is little more than an obscure small liberal arts college in a small town.",1993-1994
"Quotes of the Week:  “And the award for the fastest dong goes to KA and Phi Delt.” ——A Theta at the “gong” show  “What’s on your mind?” ——An audience member ’s response  “The Colonnade is a paradise for brick fettishists.”  —English Professor George Ray  OPINION  The Ring-tum Phl, November 12, 1999 V  :73 \'  Black Studies would debase W&L  Looking at most college catalogues you would not notice that they fail to provide their students with a liberal arts education.They are full of statistics on how diverse the student body is and statements on the institution’s commitment to multi—culturalism.",1993-1994
"These facts, along with a lot of pretty pictures, give the impression that the school’s “diversity,” both in its student body and curriculum, will make its students well rounded; liberally educated.",1993-1994
"They do not seek a “diversity” of ideas, rather they only want more liberalism.",1993-1994
We might as well call it a Liberal Activist Major.,1993-1994
"“A college experience,” Mr. Branam say “should be expanding your horizons.” Unfortunately the only expanding of horizons that would occur with a Black Studies major is the expanding of the liberal position.",1993-1994
Washington and Lee has for the most part avoided engaging in this debasing of liberal education.,1993-1994
"This is what a liberal arts education is suppose to entail, not specializing in one narrow topic.",1993-1994
"Recently a proposition has been put forth that would, if successful, begin decaying W&L’s tradition of producing liberally educated graduates.",1993-1994
"Anyone sincerely concerned with obtaining a liberal arts education certainly is aware of the values of alternative points of view, but a Black Studies major would not bring new viewpoints to W&L.",1993-1994
